,ix,omental,size_at_met,beta_pt,beta_met,time_to_met,time_to_ca125,time_to_US,met_size_at_ca125,met_size_at_US
6856,6856,True,3.87580839,0.0021254446018548717,0.0031023738090403532,688.3593594421928,402.7371621036581,562.0762186927889,7.861197642837338e-28,8.118323835054875e-16
6857,6857,False,0.0139645166,0.0305933863319711,0.0015531197431406206,27.032396988595224,27.215740125818485,37.76066220651333,1.0082132541748366e-09,1.6075883593390882e-09
6858,6858,True,1.22672942,0.004587360775826227,0.0039413890904574644,284.16054926511043,186.59869345144273,260.4246588031692,1.1095974754047631e-15,5.6837622978524535e-11
6859,6859,False,1.04536906,0.0031377441523752704,0.008962055340569906,394.7707341413475,265.35676955987583,368.1710397453587,4.822753207033698e-37,4.3766388124017243e-13
6860,6860,False,0.0836070562,0.001620073208028944,0.005512656559026525,603.5315467686386,513.9407576480439,713.0705707061379,1.0746608768491731e-17,0.00045274265082276987
6861,6861,False,3.87580839,0.0004451829153526192,0.005857129921812003,3159.8310014542312,1870.2911169000995,2594.948025172741,0.0,0.0
6862,6862,False,0.388565349,0.0014635452805508559,0.0047612419316838215,770.8801990956697,568.9073396255336,789.334325617936,6.872713950944381e-30,1.1207638560142864e-08
6863,6863,False,3.99019334,0.003128571391330483,0.0158661480917634,450.93165400535855,266.13477777331616,369.250492488727,2.1826477289073434e-231,7.57185992745023e-43
6864,6864,False,3.87580839,0.0013142701277971305,0.027237466243649693,1070.3300238641036,633.5239874737649,878.987129511356,0.0,0.0
6865,6865,True,0.388565349,0.005134458362288117,0.0015857595616448556,227.1106074003352,166.7158377301759,232.6753438349431,5.292443444981289e-11,1.2929060771015547e-09
6866,6866,True,0.388565349,0.0025367934546705237,0.0008369145073439513,459.67083176759274,337.43209388355444,470.93383288737164,4.2862119516617936e-11,1.3156495988410114e-09
6867,6867,True,0.000749423904,0.016391551460410988,0.0023722123314316563,38.82880775936504,52.22175150576674,72.88278158031251,2.49526120907467e-09,9.672114771496558e-09
6868,6868,True,1.04536906,0.019335507630118674,0.001924940439829447,66.36749430966432,44.270651877078066,61.78590641140846,2.80669767125883e-10,7.718072658824526e-10
6869,6869,False,3.87580839,0.004885800045478928,0.007766980078946815,287.9165672264203,170.41664501807816,236.44572358295972,2.5039316465429576e-28,7.373405459927902e-16
6870,6870,False,0.0836070562,0.003225573424564202,0.004475258335609318,303.1291371865894,258.1313591062295,358.1460952763777,1.6464040704484755e-12,5.285440218929431e-07
6871,6871,False,3.99019334,0.003190944135792504,0.006183050523488092,442.11738348597595,260.93269469692626,362.0328272365728,1.682988458275604e-35,1.011603140074849e-17
6872,6872,False,1.22672942,0.0033621904156723036,0.0012652141674206793,374.0870329894215,247.64262252921853,343.593426966546,6.845221465742482e-12,3.2300875399048964e-10
6873,6873,False,0.0836070562,0.0022128571115463155,0.01854940772376418,441.8564958479806,376.26543875572133,522.0520208951339,2.2648902143693565e-39,4.553072710407011
6874,6874,True,2.45892441,0.0026890087595449748,0.003627014912098092,519.4847546777634,318.331252778968,444.2759290429918,2.2828167211859676e-23,1.0408822953801808e-13
6875,6875,False,0.000749423904,0.0017614674579190558,0.0025969503998618418,352.5694130206457,472.6863662660715,655.8318871242006,2.2056195519006696e-06,0.0063182572969489445
6876,6876,False,1.04536906,0.004721244427157398,0.0008796297543676014,262.36505685995695,176.35639603624668,244.68687119647183,1.0457012736643657e-10,6.37472044941555e-10
6877,6877,True,0.388565349,0.0016271064816828576,0.004838901508923575,716.6648098684603,526.0845167762131,734.2247592892573,5.799745475710765e-29,1.0826054887080084e-08
6878,6878,False,0.0836070562,0.011851424969467136,0.006568042882506773,82.50191784018872,70.25498234387665,97.47574911971653,9.013435274930149e-11,1.4746794496148831e-08
6879,6879,False,3.67071643,0.004226208346808428,0.0026377022121897406,331.06290539756066,197.01386766898906,273.3482195470399,5.101725570765779e-15,8.878738099578641e-12
6880,6880,False,0.0836070562,0.006798914803502519,0.003336450768925297,143.81196372933437,122.46390432054838,169.9133700630868,1.1991690923871701e-10,1.098030029458424e-08
6881,6881,False,0.0139645166,0.003052776580404412,0.007382671333843732,270.9050409584014,272.74241335715186,378.4183010477255,1.4726714962661397e-09,0.006847873330233466
6882,6882,True,0.0836070562,0.0020877279200059995,0.007011906153102906,482.6768088798331,410.0129710183263,572.2306309186848,3.645895995638452e-18,0.0008349800616077394
6883,6883,False,3.87580839,0.004166913267943674,0.0038088498128629423,337.5886865874637,199.81737042263478,277.23795835208597,2.456565078592291e-18,5.963578942748857e-13
6884,6884,True,3.99019334,0.008991668066167765,0.004355634097333135,163.20130478296988,95.19874631275111,132.8632080344075,4.190508946702373e-14,1.607003876779654e-11
6885,6885,True,3.99019334,0.002249112682598385,0.0097284760263144,652.4581769191774,380.5925482446902,531.1703028909168,7.63218778546316e-176,2.3658870401853593e-38
6886,6886,False,0.0836070562,0.007124671190617233,0.003216943234214751,137.23654930318713,116.86457237159318,162.14453918326603,1.4286198070615547e-10,9.136000820597947e-09
