mean-logt1,std-logt1,fe-logbeta,fe-logq,sd-logbeta,sd-logq,rmse,mean_noise,std_noise,max_noise
6.33439726620875,0.978457569067108,-5.69996239057012,0.639170090381218,0.919270415513414,0.0333882145367183,4.42433699111509e-15,0.0614332463315483,0.0534129942480069,0.206821722215961
6.29588871054225,0.953739762521927,-5.66113984108984,0.637918885089106,0.876349444286028,0.0333913988317213,2.73377756901448e-15,0.0645428806081776,0.0514270736014126,0.23446633513461
6.37047533638776,0.986278025390855,-5.73125615234441,0.63923929626959,0.942529884041672,0.0334835172309338,7.80284999990274e-16,0.0693666782793112,0.0558176816071254,0.197406822730075
6.37337111844386,0.810015950841382,-5.73467238032346,0.637238392612954,0.622561306404373,0.0327413080984323,1.93348485192824e-14,0.0640216756598216,0.047362993173479,0.202367535948261
6.29988988627849,0.853224757168588,-5.66556393467545,0.636853790089713,0.689233277017323,0.0345695921859013,1.97125034389477e-15,0.083771017377314,0.0705569180492528,0.314661557177605
6.32756733627569,0.917478152730827,-5.69463847764918,0.64140422379434,0.802052283487077,0.0360848317996274,2.14372885714905e-15,0.0755325316118643,0.0522522327883665,0.238744163079524
6.32686642911051,0.914298518001726,-5.68776365346287,0.637134502496923,0.80387496246526,0.0351580799731185,1.25744248810864e-15,0.0897393953651537,0.0621953244553804,0.300418348192121
6.37037132293023,0.935689507098735,-5.73061610886015,0.641174531812492,0.834880798452113,0.0336528149046433,4.66625512636026e-15,0.0869440894696888,0.0519275152985703,0.239244135956207
6.21918560230591,0.823082572958468,-5.5864930556662,0.635734891078672,0.641127906658988,0.0335707503894934,8.74642873427996e-15,0.0799084890292231,0.0539859103738201,0.212846729255353
6.39488687887594,0.997482275689141,-5.75592863511178,0.638171972293551,0.971250551918887,0.0335431704031509,7.51984217537659e-15,0.0703764955540958,0.0545487255289901,0.254699211229206
6.26138982068446,0.911496799987937,-5.62067251520429,0.638221450743314,0.801140495440895,0.0335909925430527,1.23350654759028e-15,0.082661914695392,0.0717577997982051,0.266527780562845
6.37390094748078,0.98829074832512,-5.7371030488583,0.640960077833908,0.942736749719382,0.033743888058564,3.77065536696543e-16,0.0686233365119343,0.0490062051608267,0.199293938654283
6.23203431590402,0.908950943154294,-5.59218347386196,0.637034480477943,0.790191631131169,0.0331071299310125,1.45722458229344e-15,0.0803483735753057,0.0564053998213114,0.201222229820124
6.31599009945094,0.945982580145789,-5.67363924688559,0.641074752956684,0.860905004451712,0.0345696078318044,4.22156442294889e-15,0.0647275509471669,0.0511174833122795,0.207981479017034
6.33149077144449,1.07107115331212,-5.70210980599178,0.634441923620822,1.11679422718646,0.0325908303720333,1.32536464201377e-15,0.0892215912561145,0.0608177915861029,0.315937729905189
6.43422113334451,1.05917313597218,-5.79686010554201,0.64037061366813,1.09470286699539,0.0340063788210957,7.96561184337471e-14,0.062786474405037,0.0579124466190112,0.247616595365714
6.36453106701631,0.862364271637532,-5.72581270836732,0.64078235499497,0.701889365827636,0.0354379794325476,1.84038961086352e-14,0.0882908679498478,0.0606756582353753,0.268840587280427
6.34360772690165,1.01025154505296,-5.70563216409316,0.638256098440529,0.985570000485298,0.0322010822328236,8.05889110626809e-15,0.0721217897561838,0.0551874702674055,0.23511076144569
6.29310485900093,0.873875133309857,-5.65353211098894,0.63755067066871,0.736700524750185,0.0352682519971921,6.45254560258718e-15,0.0764544150543499,0.057262164656648,0.24735521808195
6.30383279772697,1.04359231825083,-5.66297245672158,0.637663524907149,1.05317436669678,0.0350066128636244,2.22843560875615e-15,0.0823720591072833,0.0525298361651889,0.222797470917712
