mean-logt1,std-logt1,fe-logbeta,fe-logq,sd-logbeta,sd-logq,rmse,mean_noise,std_noise,max_noise
5.84206460092836,0.731942830373164,-5.26426219873669,0.581324248738122,0.466347617792772,0.0687240637314951,0.0290506725759248,0.0989927369457858,0.0634426325178437,0.231829910555949
5.81899589391056,0.686588446173277,-5.23445812105022,0.584484230141492,0.403715947376279,0.0690399718268072,0.0365866374715864,0.0673487883928324,0.0435953633455573,0.190856502537308
6.02472177025474,0.914622471739824,-5.4433064443699,0.581637415926571,0.765241905595859,0.0703035105069697,4.32351770772216e-15,0.0730271674144828,0.0560773042827136,0.207883629965989
5.94553539406462,0.250927918835234,-5.35025734447012,0.594179358553195,2.67742829062888e-21,0.0635686811438791,0.0826738380750489,0.0724466231245629,0.0496017721000846,0.180614932091813
5.79111668525472,0.634345153379653,-5.21019107012111,0.580440570277797,0.336767549251674,0.066493514588904,0.0427617747331192,0.0777458951028773,0.0521105780639068,0.18814622098838
5.81033469877682,0.720042198394794,-5.23154709837651,0.579749443717901,0.448103736451481,0.068507716397291,0.0365530432459579,0.0742930354835559,0.0615770076584501,0.230657752657481
5.78638962977125,0.65755079709964,-5.20496436383966,0.578006027119404,0.361663660932237,0.0695851933580085,0.031329029195226,0.0914478383403148,0.0622112030150812,0.265092728555931
5.9662405309171,0.874745250691536,-5.38870018583823,0.577428694395303,0.69234925623574,0.0707554585821019,1.7253648567648e-15,0.0856660313138495,0.0548316095826076,0.217446282663281
5.83510102048442,0.57395025084961,-5.25483764091562,0.579146298992781,0.258504966851869,0.0696269487080721,0.0183166424355145,0.0711386233976336,0.0562374121650566,0.243625519329684
5.97273604624989,0.914046211868965,-5.39023947994261,0.583942140173984,0.765536900907826,0.0683458724483843,1.00499177396906e-14,0.0758424360357584,0.0588227493784468,0.238029969030898
5.86131483141667,0.679550812786149,-5.27997208710075,0.582490205045816,0.391815139800559,0.0685204933866487,0.0313383911711418,0.0751355565368731,0.055076031702564,0.226551704761307
6.01392849245553,0.913309664268224,-5.43405903045964,0.581528831749485,0.769256777096218,0.0690734749969233,8.14781622812821e-15,0.0815938902808836,0.0623351609420123,0.239093519883352
5.75408524364896,0.696653497529942,-5.17375935252388,0.580257972862743,0.417196954562013,0.0680024609068581,0.0458412760215998,0.0787166109420036,0.0509405448230988,0.195199096189318
5.75410050911569,0.551574843603849,-5.17288179592912,0.583740368516602,0.237747804234046,0.0667755053564814,0.0459476312007981,0.0766735503891735,0.0640865546665018,0.332894614340215
6.05663101231551,0.867399685718375,-5.47526281615329,0.580310922064508,0.682781057208059,0.0712382115534104,8.87082523593051e-15,0.0805302084775935,0.0583280808764639,0.221061791549201
5.9581726413468,0.869588803917116,-5.37392140393377,0.583760072737937,0.684087475171332,0.0700481169263799,3.33411798138841e-14,0.0747450696566663,0.051935317252745,0.221177205335063
5.75783967943979,0.659192428397363,-5.17924051805702,0.57668270706222,0.370526533920537,0.0672284396064127,0.015966437573543,0.0991797311523918,0.0692724820273257,0.271751590148976
5.95365072988842,0.965596510770882,-5.3748242617763,0.578389418203292,0.862850422994685,0.0688544062189666,9.7795734575112e-15,0.0888865246649957,0.0645861499847409,0.240314092525711
5.93165647836921,0.852589352440489,-5.35134461732504,0.580095589032435,0.658615534879523,0.0707529386400643,4.64991591178622e-15,0.0797409227682266,0.0541011734960981,0.225572576066523
5.99801086511066,0.995557805906728,-5.42120852601462,0.581244764389701,0.920126783886324,0.0692392732558986,2.03946129561438e-14,0.0835552826983152,0.0528067888593209,0.184735150660541
